,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182
BJ,p1,p1,p1, , , , , ,d1,d3,d1,d1, , , , ,d3,d3,d1, , , , , , , , , , , ,d3,d3,d2,d1,d2,d3, , ,d2,d3, , ,d1,p1,p1,p1,p1,n1, , ,d2,d2,d2,d2, , ,d2,d2,d1,d3,d2, , ,d2,d1,d2,d2,d1, , ,p1,p1,p1,n1, , ,d3,d2,d1,d2,d1,d2, , ,d3,d1,p1,p1,p1,p1, , ,d1,p1,p1,p1, , ,d1,d1,d3,d1,d3, , ,d3,d1,d1,d2,d3,d1, , ,d1,d2,d1,d3, , ,p1,p1,p1,p1,p1,p1, , ,d3,d3,d2,d2,d1,p1, , ,d3,d3,d1,d1,d3,p1, , ,d1,d3,d1,d1,d3,d2, , , , , ,d3,d2,d3,d3,d3,d3, , ,p1,p1,p1,p1,n1,n1, , ,d1,d2,d1, , ,d1,p1,p1,p1,p1, , 
BK,a1,a1,d1,d3,d1, , ,d1,d1,d3,d1,d1,d3, , ,d3,p2, , , , ,d3,d1,d1,d1,d1, , , ,a1,a1,a1,d3,d1,d1, , ,a1,d3,d1, , ,d1,d3,d1,d3,d1, , ,d1,d3,d1,d3,d1, , ,a1,a1,a1,d1,d1, , ,a1,a1,d3,d1,d3,d1, , ,d3,d1,d3,d3, , ,a1,d1,d3,d1,d1,d3, , ,d1,d1,d1,d3, , ,a1,a1,a1,d3,d3, , ,a1,d3,d3,d3,d3, , ,a1,d1,d3,d3,d3,d3, , ,d3,d1,d1,d1, , ,a1,a1,d3,d1,d1, , ,a1,d1,d3,d1, , , , , , , , , , ,a1,d3,d1,d1,d1, , ,a1,d1,d1,d1,d3,d1, , ,d3,d1,d3,d3, , ,d3,d1,d3, , , , , , , , , , , ,a1,d3,d1,d1,d3,d3, 
BL,d2,d2, , , , , , , ,a1,p1,p1,p1, , , ,a1,d2,p2, , ,a1,a1,d2,d2,d2, , ,a1,p1,p1,p1,p1, , ,p1,p1,p1,p1,p1, , ,p1,p1,p1,p1,p1,p1, , ,a1,d2,d2,d2, , ,a1,d2,n1,n1,n1,n1, , ,a1,p1,p1,n1, , ,d2,d2,p1,p1,p1, , ,a1,a1,a1,a1,d2, , ,a1,a1,p1,p1,n1,n1, , ,a1,d2,d2,d2, , ,d2,d2, , ,d2,d2,p1,p1, , , , , , , , , , , , , ,d2,d2,d2,n1,n1,n1, , ,a1,a1,a1,d2, , ,d2,d2,p2,p1,p1,p1, , ,d2,d2,p1,p1,p1,p1, , ,n1,n1,n1,n1,n1,n1, , ,n1,n1,n1,n1,n1,n1, , , , , ,a1,a1,a1,a1,d2,p1, , ,a1,a1,p1,p1,p1,p1
BM,d1,d3, , , , , ,a1,a1,d1,d2,d2, , ,a1,d2,d1,d3,d2, , ,d3,d1,d3,d1,d2,d1, , ,d2,d2, , , , , , , , , , , , , , ,a1,a1, , ,d3,d3,d1,d2,d3, , ,d2,d3,d3,d3,d3, , ,d3,d3,d3,d1,d1, , ,a1,d3,d3,d3,d1,d2, , ,d2,d3,d2,p2, , ,d2,d1,d3,d1,d1, , ,a1,d2,d2,d1,d1, , ,a1,a1,d2,d1,d2,d1, , ,a1,a1,a1,a1, , ,a1,a1,d1,d1,d1, , ,a1,d2,d1,d2,d2, , ,d3,d1,d2,d1,d2,d1, , ,d2,d2,d2,d2, , ,d3,d1,d3,d3,d2, , ,a1,d2,d2,d1,d3, , ,d3,d3, , , , , ,d3,d2,d2,d1,d2, , ,a1,d3,d2,d2,d1, , ,a1,d2,d2,d3,d1, , 
BN, , , , , ,d3,d1,d1,d3,d3,d3, , ,a1,a2,d1,d3,d1,d3, , ,d3,d3,d1,d1,d3, , ,a1,a1,a1,d3,d3, , ,d1,d3,d1,d1,d3, , ,a1,d1, , , , , ,d3,d3,d1,d3,d1,d3, , ,d1,d3,d1,d3,d3,d1, , , , , ,a1,d1,d3,d1,d1,d3, , , ,d1,d1,d3,d1,d1, , ,a1,d1,d3,d1,d1, , ,d3,d3,d1, , , ,d1,d3,d1,d3,d3,d3, , ,d3,d3,d1,d1,n1,n1, , ,a2,d3, , , , , , , , , , , ,d1,d3,d3,d1,d1, , ,a1,a1,d1,d3,d3, , ,d1,d1,d1,d3,d3, , ,a1,d1,d3,d3,d1,d3, , ,d1,d3,d3,d1,d1,n1, , ,d3,d3,d1,d3,d3,d3, , ,d1,d1, , ,a1,a1,d3,d1,d1,d3, 
BO, ,d3,p1,n1,n1, , , ,a1,a1,d1,d1, , ,a1,a1,a1,d1,d1,p1, , ,d1,d1,d3,d3,d3,d1, , ,a1,a1,p1, , ,a1,a1,a1,a2,d3, , ,a1,a1,d3,d3,d3,d1, , ,d1,n1,n1,n1, , ,a1,d1,d1,d1,p1,p1, , ,d3,d3,p1,p1, , ,a2,d3,d1,d1,d1,d1, , ,d3,d1,d3, , , ,d3,p1,p1,p1,p1, , ,a1,d1,d3,d3,d1, , ,a1,p1,p1,p1,p1, , ,a1,a1,a1,a1,a1, , , , , ,a1,d3,d1,p1,p1,p1, , ,a1,d1,d1,d3,d3,d3, , , , , , , , , , , , , , ,d3,p1,p1,p1,p1,p1, , ,d1,d3,d1,d3,d3,d3, , , , ,d3,d1,d1,n1,n1, , ,d3,p1,p1,p1,p1, , ,d3,d1,d1,p1,p1, , 
BP, ,p1,p1, , , , , , ,a1,d2,d2, , , ,p1,p1,p1,p1, , ,d2,d2,d1,d1,d1, , ,d2,d1,d2,d1,d2, , ,d1,p1,n1,n1,n1,n1, , ,p2,p1,p1,p1, , ,d2,d2,d2,d1,d2, , ,p1,n1,n1,n1,n1, , ,d2,d1,d1,d2,d1, , ,d1,d1,p1,p1,p1, , ,d2,p2,p1,p1,p1, , ,d2,d1,d1,d2,d2, , ,d1,d1,d1,d2,d1, , ,d1,d2,d1,d2,d2, , ,a1,a1,a2,d1,d2, , ,a1,a2, , , , , , , ,d2,p1,p1, , ,d1,d2,d1,p1,p1, , ,a1,a1,d2,n1,n1,n1, , ,a1,a1,d1,d2,p1,p1, , ,a1,d1,d1,d2,d2,d2, , ,d2,d1,d2,d1,d1,d1, , , , , , , , , , , , , ,p2,p1,p1,p1,p1,p1
BQ,d2,d2,d3, , , , ,d2,d2,d2,d1,d1,d2, , ,d2,d3,p1,p1, , ,d2,d3,d3,d3,d1,d2, , ,d2,d1,d3,d3, , ,p1,p1,p1,p1,p1, , ,d3,d3,d1,d1,d1, , ,a1,a1,p1,p1,p1, , ,d2,d2,d3,d3,d2,d1, , ,d1,d1,d2, , , , , , , , , , ,d2,d3,d1, , , , ,d3,d2,d3,p1,p1,p1, , ,d3,d1,d1,d3,d2,p1, , ,a1,d3,d2, , ,a1,d1,d1,d3,d3,d3, , , ,p1,p1,p1, , ,a1,d3,d1,d3,d2,d3, , ,a1,d1,d1,d2, , ,d3,d3,d1,d1,d2, , ,d1,d1,d3,d3,p1, , ,d1,p1,p1,p1,p1, , ,d3,d1,d3, , , , ,d1,d1,d1,d2,d3,d1, , ,d2,d1,d2,d3, , ,d1,d1,d3,d3,p1, , 
BR, ,d1,d1,d2,p1, , ,d1,d1,d1,d2,d2,d1, , ,d1,d2,d3,d2,d1,d3, , ,d2,d1,p2, , ,d2,d2,d3,d3,d1,d2, , ,a1,d1,p1,p1,p1,p1, , ,d1,d2,d1,d1,p1,p1, , ,p1,p1,p1,p1,p1,p1, , , , , , , , ,d2,d3,d1,d1,p1,p1, , , , , ,a1,d2,d1,d1,d3, , ,a1,a1,a1,d1,d2, , ,d1,d2,d3,d3,d3, , , , , ,a1,a1, , ,d1,d3,d2,d2,d2, , ,d2,d1, , , , , , , ,d3,d2,d1,d3,d2,d1, , ,p1,p1, , ,a1,a1,d2,d3,d3,d3, , ,d1,d3,d2,d3, , ,d1,d3,d2,d2,d2, , ,a1,d1,d2,d2,d1,d2, , , , ,d2,d3, , ,d3,d1,d1,d2,d2,d3, , ,d3,d3,d3,d1,d3,d3
BS,p2,p1,p1,p1,p1, , ,d2,d3,d2,d3,d2, , , , , , , , , ,d3,d2,d2,d3,d3, , ,d2,d3,d3,d1,d1, , , , ,d3,d1,d3, , ,d1,d3,d3,d1,d3, , ,d2,d3,p1,p1,n1, , ,d1,d2,d2,d3,p1, , ,a2,d3,d3,d3,d3, , ,d1,d3,p1,p1,p1, , ,d3,d3,d2,d1,d3, , ,a2,d3,d1,d3,d2, , ,d2,d3,d2,d1,d3, , ,p1,p1,p1,p1,p1, , , , , , , , , ,a2,d1,p1,p1,p1, , , , , , , , , ,d2,d3,d2,d3,d2, , , , ,d3,d2,d1, , ,d1,d2,d1,d1,d2, , ,d1,d3,d2,d1,d1, , ,d2,d2,d1,d3,d2, , ,d1,p1,p1,p1,p1, , , , , , , , , , , ,d1,d1,d1,d1,d3
BT,d2,d1,d1, , , , ,d1,d2,d1, , , , ,d3,d2,d1,d2,d1, , , , , , , , , ,d2,d1,d3,d1,d2, , , , , , , , , , , , , , , , ,d2,d2,d3,d1,d2, , ,p1,p1,p1,p1,p1, , ,p1,p1,p1,p1,p1, , ,p1,p1,p1,p1,p1, , ,d1,d3,d1,d3,d3, , ,d1,d2,p1,p1,p1, , ,d2,d1,d3,d3,d1, , ,d3,p1,p1,p1,p1, , ,p2,p1,p1,p1,p1, , ,d2,p1,p1,p1,p1, , ,d3,d1,d2,p1,p1, , ,d2,d3,d2,p1,p1, , ,d3,d3,d1, , , , ,p1,p1,p1,p1,p1, , ,d3,d3,d2,d3,d3, , ,d1,d2,d1,d2,d3, , ,d2,p1,p1,p1,p1, , ,d3,d1,d1,d3,d1, , ,d2,d2,d1,d3,d2, , 
BU,n1,n1,n1, , , , ,a1,d3,d2, , , , ,d1,d3,d2, , , , ,d3,d2,d3, , , , ,a1,d1,d2, , , , ,d3,d2,d3,d2, , , ,d3,d2,d1,d3,d2, , ,a1,d1,d2,d1,d1, , ,d3,d2,d2,d2,d1, , ,d3,d2,d1,d3,d3, , ,p2,n1,n1,n1,n1, , ,d3,d3,d2,d2,d2, , ,d1,d2,d3, , , , , , , , , , , ,a1,n1,n1,n1,n1, , ,d1,d2,d1,d1,d3, , ,d2,d2,d2, , , , ,d3,d3,d1,d1,d1, , ,d2,d3,d1,d3,d3, , ,a1,d1,d1,d2,d3, , ,d2,d3,d1,d2,d3, , ,a1,d1,d1,d1,d3, , ,d1,d2,d2,d2,d2, , ,d1,d3,d2,d2,d3, , ,a1,d1,d3,d3,d2, , ,d2,d1,d2,d1, , , 
BV,a1,p1,p1, , , , ,d3,d1,d2, , , , ,d3,d3,d3, , , , ,d3,d2,d2,d2, , , ,d3,d2,d2,d2,p1, , , , , , , , , , , ,a1,d1,d2,d3,d3, , ,p1,p1,n1,n1,n1, , ,a1,a1,d1,d3,p1, , ,d3,d1,d3, , ,d2,d3,d2,p1,p1, , ,d1,d3,d1,d1,d3, , ,a1,d1,d1,d1,d2, , ,a2,d3,d3,d1,p1, , , , , , , , , , , ,d3,p1,p1, , ,d1,d3,d2,d2,d2, , ,a1,d3,d3,d1,d2, , ,d2,d3,d3,d2,d1, , ,a1,d1,d1,p1,n1, , ,d2,d3,n1,n1,n1, , ,d1,d2,d3,d3,d3, , ,d2,d2,p1,p1,p1, , ,d2,d1,p1,p1,p1, , ,d3,d3,d1,d3,p1, , ,n1,n1,n1,n1,n1, , 
BW,p2,p1,p1, , , , ,d2,d3,d2, , , , ,d2,p1,p1, , , , ,d3,d2,p1, , , , ,d3,p1,p1, , , , , ,d3,d3,d3, , , ,d2,d3,d3,d3,d2, , ,d2,d3,d3,d3,d2, , ,d3,p1,p1,p1,p1, , ,d3,d2,d2,d2,d2, , , , , , , , , , , , , , , ,d3,p1,p1,p1,p1, , ,d2,d2,d3,p1,p1, , ,d2,d2,d2,d3,d3, , ,p1,p1,p1,p1,p1, , , ,d3,d2,d3,p1,p1, , ,a2,d3,d2,d3,p1, , ,d2,d3,d2,d3,d2, , ,d2,d2,d3,d3,d2, , ,a2,d2,d3,p1,p1, , ,d2,p1,p1,p1,p1, , ,d3,d3,d3,d3,p1, , ,d3,d2,d2,d2,d3, , ,d2,d2,d3,p1,p1, , ,d3,d3,d3,d2,d2, , 
BX,d3,d3,d3, , , , ,a1,d3,d2, , , , ,a1,d2,d2,d3, , , , , , , , , , ,d3,d2,d3,d2,d2, , ,d2,d2,d3,d2,d2, , ,a1,d3,d2,d3,d3, , ,d3,d2,d3,d3,d3, , ,d2,d2,d3,d2,d2, , ,d2,d2,d3,d2,d2, , ,d2,d2,d2,d3,d3, , ,d3,d3,d3,d2,d2, , ,a1,d3,d2,d3,d3, , ,d2,d3,d2,d2,d2, , ,d2,d3,d2,d3,d2, , ,d2,d2,d3,d3,d3, , , , , , ,d3,d3,d3,d2,d2, , , , , , ,d3,d3,d3,d3,d3, , ,a1,a1,d2,d2, , ,a1,d3,d3,d3,d3, , ,d2,d3,d2,d2,d3, , , , , , , , , ,a1,d2,d2,d2,d3, , ,a1,d2,d2,d3,d3, , ,a1,a1,d3,d2,d3, , 
BY,d1,d2,p2, , , , ,d1,d1,d1, , , , ,d2,d1,d2, , , , ,d1,d2,d1, , , , , ,d2,d2,d2,d2, , , ,d2,d2,d1,d2, , , ,d1,d2,d2,n1, , ,d1,d2,d2,d2,d2, , ,n1,n1,n1,n1,n1, , ,d2,d2,d2,d1,d1, , ,a2,d1,d2,d2,d1, , ,a2,d1,d1,d2,d1, , ,p2,n1,n1,n1,n1, , ,d1,d1,d1,d2,d1, , ,d2,d2,d1,d2,d2, , ,d1,d1,d1,d1,d1, , ,d1,p2,n1,n1,n1, , ,d1,p2,n1,n1,n1, , ,d2,d2,d1,d1,d2, , ,d2,n1,n1,n1,n1, , ,d2,d1,d2,d2,d1, , ,d1,d2,d1, , , , , , , , ,d2,d1,d2,d2,d2, , , , , , , , , , , , , ,d2,d1,d2,d2, , 
BZ,a1,a1,a1, , , , ,d3,d2,d2, , , , ,d3,d3,n1, , , , ,a1,a1,d3, , , , , , , ,d2,d3,d2, , , ,a1,d2,d3, , ,p2,n1,n1,n1,n1, , ,a1,d3,d3,d2,d2, , ,n1,n1,n1,n1,n1, , ,a1,d2,d2,d2,d3, , ,d3,d2,d3,d2,d2, , ,d2,d2,d2,d2,d3, , ,d2,d2,d2,d3,d3, , ,d2,d3,d3,d3,d2, , ,a1,d3,d2,d2,d3, , ,d3,d2,d3,d3,d3, , ,d2,d2,d3,d3,d3, , ,a1,d2,d3,d2,d3, , , , , , , , , , , , , , , , ,d2,d2,d3,d2,d2, , ,d3,n1,n1,n1,n1, , ,a1,a1,a1,a2,d2, , ,d3,p2,n1,n1,n1, , ,d3,d3,d2,d3,d2, , ,a1,d3,d2,d3,d2, , 
CA,d3,p1,p1, , , , ,d1,p1,p1, , , , ,d2,d3,d3, , , , ,d3,p1,p1, , , , , , ,d2,d2,d3, , , ,p1,p1,p1,n1, , ,d2,d3,d3,d1,d3, , ,p1,p1,p1,p1,p1, , ,a2,p1,p1,p1,p1, , , , , , , , , , , , , , , , , ,d1,d1,d1,d2, , ,d3,d2,d2,d1,p1, , ,d2,d2,d1,d2,d3, , ,d1,d2,d1,d1, , ,p1,p1,p1,p1,p1, , , ,d2,n1,n1,n1,n1, , ,d3,d1,d1,p2,p1, , ,d1,d3,d3,d1,d1, , ,d3,d2,d1,d2,d2, , ,d2,d1,d3,p2,p1, , ,d1,d2,d3,d3,p2, , ,d3,d2,d2,d1,d2, , ,d3,d3,d3,d2,d2, , ,d3,d3,p1,p1,p1, , ,d1,d1,p1,p1,p1, , 
CB,d1,d2,d3, , , , ,a1,a1,a1, , , , , , , , , , , ,d3,d1,d1, , , , ,d1,d3,d1, , , , ,d1,d2,d1, , , , ,a1,d2,p1, , , , ,d3,d2,d2, , , , , ,d3,d2,d1,p1, , ,a1,a1,d1,d2,d1, , ,d3,d2,d2,d2,d1, , ,d3,d2,d2,d2,p2, , ,d3,d2,d1,p1,p1, , ,p1,p1,p1,p1,p1, , ,a1,d1,d1,d3,d3, , , , ,d3,d2,d3, , ,d2,d1,d2,d3,p1, , ,a1,d3,d2,p2,p1, , ,d1,d3,d2,d2,p1, , ,p1,p1,p1,p1,p1, , ,d3,d3,d3,d1,d1, , ,d2,d1,d3,d1,d2, , ,d3,p1,p1,p1,p1, , ,d3,d2,d1,d3,d2, , ,d2,p1,p1,p1,p1, , ,a1,a1,p1,p1,p1, , 
CC,d2,d3, , , , , ,d2,d3, , , , , ,a1,d3, , , , , , , , , , , , ,d1,d2, , , , , , ,d1,d1, , , , ,a1,d1, , , , , ,a1,a1, , , , , ,d3,d2, , , , , ,d3,d2, , , , , ,d1,d3, , , , , ,a1,d3, , , , , ,d2,d2, , , , , ,d1,d1, , , , , ,a1,d1, , , , , , , , , , ,d2,d3, , , , , , , ,d3,p1, , , , , ,a1,d2, , , , , ,d1,d1, , , , , ,d2,d3,d2, , , , ,d1,d2,p1,p1,p1, , ,d1,d2,d1,d3,d1, , ,d1,p1,p1,p1,p1, , ,d3,d1,d1,d3,d3, , ,d3,d3,d3,d3,d3, , 
CD,a1,d2, , , , , ,d3,d1, , , , , ,p2,n1, , , , , ,d2,d1, , , , , ,a1,d2, , , , , ,a1,d2, , , , , ,d2,d2, , , , , ,a1,a1, , , , , ,d1,d3, , , , , ,p2,n1, , , , , ,a1,a1, , , , , ,d3,d3, , , , , , , , , , , , , , , , , , , ,d3,d2, , , , , ,a1,d2, , , , , ,a1,d3, , , , , ,a1,a1, , , , , ,d3,d3, , , , , , ,d1,d1,d3,d2, , ,a1,d2,d1, , , , ,d3,d3, , , , , ,d3,d2,d1,d1,d2, , ,d1,d2,d2,d1,d2, , ,d2,n1,n1,n1,n1, , ,a1,a1,d2,d1,d1, , 
CE,p2,p1, , , , , ,d2,d3, , , , , ,p1,p1, , , , , ,d2,d3, , , , , ,d3,p1, , , , , ,d3,d3, , , , , ,a2,d3, , , , , ,d3,d3, , , , , , , ,d2,d3, , , ,d3,d3, , , , , ,d2,d3, , , , , ,d3,d2, , , , , ,p1,n1, , , , , ,d3,d2, , , , , ,d2,d3, , , , , ,a2,p1, , , , , ,d3,d2, , , , , , , , ,d2,d3, , ,d2,n1, , , , , ,p1,p1, , , , , , , ,d3,p1, , , , ,d2,d3,d3, , , , ,p1,p1, , , , ,d3,d3,d2,d3,d2, , ,d3,d2,d2,p1,p1, , ,d2,d2,d3,d2,d3, , 
CF,d3,d1, , , , , ,p1,p1, , , , , , , , , , , , , , ,d3,d1, , , ,d3,d3, , , , , ,a1,d3, , , , , ,d3,d1, , , , , ,a1,a1, , , , , ,a2,d1, , , , , ,a1,a1, , , , , ,a1,a1, , , , , ,a1,d3, , , , , ,p1,p1, , , , , ,d1,d3, , , , , ,a1,a1, , , , , ,d3,d3, , , , , ,d1,d3, , , , , ,d1,d1, , , , , ,d3,d1, , , , , , , ,a2,d3, , , ,a1,a1, , , , , , ,d3,d3,d3, , , ,d1,d3,d3,d3,d1, , ,d1,d3,d3,d3,p1, , ,d3,d1,d1,d1,d1, , ,a1,d1,d1,d1,d1, , 
CG,p1,n1, , , , , ,d1,d1, , , , , ,d1,d3, , , , , ,d1,d3, , , , , ,d1,d1, , , , , ,d3,p1, , , , , ,a1,a1, , , , , ,d3,d1, , , , , ,p1,p1, , , , , ,d1,d1, , , , , ,a1,a1, , , , , ,d1,d3, , , , , ,n1,n1, , , , , ,p1,p1, , , , , ,d1,d3, , , , , ,d1,d1, , , , , , , , , , , , , ,d3,d1, , , , ,p1,p1,p1,p1,p1, , ,a1,d1,d1,d3,d3, , ,a1,a1,p1,p1,p1, , ,d1,d3,d3,d3,d1, , ,p1,p1,p1,p1, , , , , , , , , , , , , , , , , ,p2,p1,p1,p1,p1, , 
CH, , , ,a1,d2, , ,p1,p1, , , , , ,a1,a1, , , , , ,p1,p1, , , , , ,d3,d3, , , , , ,a1,d2, , , , , ,a1,d3, , , , , ,a1,d2, , , , , ,a1,d2, , , , , ,d3,p1, , , , , ,a1,a1, , , , , ,a1,d3, , , , , ,d3,d3, , , , , ,a1,a1, , , , , , , , , , , , , , , , , ,d2,d3, , , , , , , ,a1,a1, , , , , ,a1,d3, , , , , ,d3,d2, , , , , ,d2,d2,d3, , , , ,a1,a1,d2,d3,p1, , ,a1,p1,p1,p1,p1, , ,a1,d2,d3,p1,p1, , ,d3,d3,d2,d3,d3, , ,a1,d2,d3,d3,d2, , 
CI,p2,n1, , , , , ,d3,d3, , , , , , , , , ,a1,d2, , , , , , , , ,d1,d3, , , , , ,a1,a1, , , , , ,a1,a1, , , , , ,d1,d2, , , , , ,d1,d1, , , , , ,d3,d1, , , , , ,d2,d1, , , , , ,d1,d3, , , , , ,d2,d1, , , , , ,d2,d3, , , , , ,a2,d3, , , , , ,a1,d3, , , , , ,a1,d3, , , , , , , , , , , , , , , , , , , ,d2,d1, , , , , , ,d1,d2,d1,d3, , , ,d3,d3,d1,d3, , ,a1,a2,d2,d2,d1, , ,d2,d2,d3,d3,d2, , ,d1,d2,d2,d1,d2, , ,d2,d2,d2,d1,d1, , 
CJ,d3,d2, , , , , ,a1,d1, , , , , ,a1,d2, , , , , ,p1,p1, , , , , , , , ,d2,d1, , ,d3,n1, , , , , ,d3,d3, , , , , ,d1,d1, , , , , ,d1,d3, , , , , ,d1,d2, , , , , ,a1,d3, , , , , ,a1,d3, , , , , , , , , , , , ,d2,p1, , , , , ,d3,p1, , , , , , , , , , , , , , ,p1,p1, , , ,d2,d1, , , , , ,d2,d1, , , , , ,p1,p1, , , , , ,d2,d1,p1, , , , ,a1,d1,d2,p1,p1, , ,d1,d2,d2,d2,d2, , ,d2,d2,d1,d3,p1, , ,p1,p1,p1,p1,p1, , ,d2,d1,d3,d1,d2, , 
CK,d2,d1, , , , , ,a1,a1, , , , , ,d2,d1, , , , , , ,a1,a1, , , , ,d2,d1, , , , , ,d1,d2, , , , , ,d2,d1, , , , , ,a1,a1, , , , , , , ,a1,d1, , , ,p1,p1, , , , , ,d2,d1, , , , , ,a1,a1, , , , , ,a1,a1, , , , , ,a1,d1, , , , , ,d1,d1, , , , , ,d2,p1, , , , , ,d2,p1, , , , , ,d1,d2, , , , , ,a1,d2, , , , , ,a1,p1, , , , , ,d2,d2, , , , , ,d2,d1,p1,p1,p1, , , , , ,p1,p1, , ,a1,d1,d1,p1,p1, , ,d2,d2,d1,d1,p1, , ,d1,d2,d2,d2,d1, , 
CL,a1,a1, , , , , ,a1,p1, , , , , ,a1,a1, , , , , ,a1,a1, , , , , ,a1,a1, , , , , ,p1,p1, , , , , ,a1,a1, , , , , , ,a1,a1, , , , , ,a1,a1, , , , , ,a1,a1, , , , ,a1,a1, , , , , ,p1,p1, , , , , ,a1,p1, , , , , , , , , , , , , , , , , , , ,a1,a1, , , , , ,a1,a2, , , , , ,a1,a1, , , , , ,a1,a2, , , , , , ,a1,a1, , , , , ,p1,p1,p1,p1, , ,a1,a1, , , , , ,a1,a2,p1,p1,p1, , ,p1,p1,n1,n1,n1, , ,a1,p1,p1,n1,n1, , ,a1,a1,n1,n1,n1, , 
CM,d3, , , , , , ,a1, , , , , , ,d1, , , , , , ,n1, , , , , , ,p2, , , , , , ,a1, , , , , , ,a1, , , , , , ,d3, , , , , , ,a1, , , , , , , , , , , , , , , ,d3, , , , ,p1, , , , , ,a1, , , , ,p1, , ,p2,p1,p1, , , , ,p1,p1,p1, , , , ,a1,p1,n1, , , , ,p1,p1,p1, , , , ,d1,d1,d1, , ,a2,d3,d1, , ,a1,p1, , ,d3,d3,d1, , , , ,d3, , , , , , ,a1,a1,d1, , , , ,d3,d1,p1, , , , ,a1,a1,a1, , ,a1,d3,p1, , ,a2,d3, , ,a1,p1,p1, , ,d1,p1
CN,d2, , , , , , ,d1, , , , ,p1, , , , ,d2, , , ,a2, , , , , , , , ,d1, , , , ,a1, , , , , , ,d2, , , , ,a1, , , , ,d1, , , ,a1, , , , , , , , , , , , , ,a1, , , , , , ,d2, , , , ,d1, , , , ,d2, , , ,d1,d1, , , , , ,a1,d1,d2, , , , ,a1,a1,d1, , , , ,p1,p1,p1, , , , ,a1,d2,d1, , , , ,d1,d2,d2, , , , ,d2,p1,p1, , , , ,p1,p1,p1, , ,d2,d1,d2, , ,d1,d2,p1, , ,a1,d2,d1, , , ,d1,d1,d2, , , , ,a1,a1,a1, , ,a1,d2,d1, , ,p1,p1, , 
CO,a1, , , , , , ,a1, , , , , , ,d2, , , , , , ,a1, , , , , , ,d3, , , , , , ,a1, , , , , , ,d3,d3,d3, , , , ,d2,d3,d2, , , , ,a1,p1,p1, , , , , , , , , , , , , , , , , , ,d2,d3,d3, , , , ,d3,d2,p1, , , , ,d2,p1,p1, , , , ,d3,d3,d3, , , , ,a1, , , , , , ,d2,d3,d3, , , , ,a1,d3,d3, , , , ,d3,d3,d2, , , , ,a1,d2,d2, , , , ,a1,p1,p1, , , , ,d2,d3,p1, , , , ,a1,d2,d2, , , , ,a1,a1,d2, , , , ,p1,p1,p1, , , , ,d2,p1,p1, , , , 
CP,d1, , , , , , ,a1, , , , , , ,d3, , , , , , ,d2, , , , , , ,p1, , , , , , ,d2, , , , , , ,d1, , , , , , ,a1, , , , , , ,d3, , , , , , ,d3, , ,a1, , , ,a1,d2, , , , , ,a1,d3,d2, , , , ,d2,p1, , , , , , , , , , , , , , ,d2,d2,d1, , ,a1,d2,d3, , ,p1,p1,p1, , ,p1,p1, , ,d3,d2,d2, , , , ,d2,d2,d2, , ,p1,p1,p1, , ,a1,d2, , ,d3,d1,d2, , , , ,d1,d3,d1, , , , ,a1,d1,d1, , , , ,a1,d3,d2, , , , ,d2,d3,d2, , , , ,d1,p1,p1, , , , 
CQ,a1, , , , , , ,d2, , , , , , ,d2, , , , , , , , , , ,a1, , ,a1, , , , , , ,d2, , , , , , ,d2, , , , , , ,d2, , ,a1, , , , ,a1, , , , ,d2, , , , ,a1, , ,a1, , , , , , ,a1,a1, , , , , ,a1, , ,a1,a1, , ,a1,a1, , , , , ,a1,p1,p1, , , , ,d2,d2,d2, , , , ,d2,d2,d2, , , , ,p2,p1,p1, , , , ,d2,d2,d2, , , , ,a1,d2,d2, , , , ,a1,a1,p1, , ,d2,d2, , , , ,d2, , ,d2,p1,p1, , , , ,p1,p1,p1, , , , ,d2,d2,d2, , , , ,a1,a1,a1, , ,d2,d2
CR,d2, , , , , , ,d2, , , , , , , , , , , , , , , ,d2, , , , ,d2, , , , ,a2, , , , ,d2, , , , ,d2, , , , , ,d2, , , , , , ,d2, , , , , , ,a2, , , , , , ,a2, , , , , , ,d2, , , , ,a2, , , , ,d2, , , , ,d2,d2, , , ,d2,d2, , , ,d2, , ,d2,d2,d2, , , , ,d2,d2,d2, , , , ,d2,d2,d2, , , , ,d2,d2,d2, , , , ,d2,d2,d2, , , , ,d2,d2,d2, , , , ,d2,d2,d2, , ,a2,d2,d2, , ,d2,d2,d2, , ,d2,d2,d2, , , ,d2,d2,d2, , , , ,a2,d2,d2, , , , 
